,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,traintest,date,monthnum,daynum,hour,weekday,hour_section
40,2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,7,58,65,train,2011-01-02,1,2,17,Sunday,3
41,2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,10,43,53,train,2011-01-02,1,2,18,Sunday,3
42,2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,1,29,30,train,2011-01-02,1,2,19,Sunday,3
43,2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,5,17,22,train,2011-01-02,1,2,20,Sunday,3
44,2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,11,20,31,train,2011-01-02,1,2,21,Sunday,4
45,2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,0,9,9,train,2011-01-02,1,2,22,Sunday,4
46,2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,0,8,8,train,2011-01-02,1,2,23,Sunday,4
47,2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,5,5,train,2011-01-03,1,3,0,Monday,0
48,2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,0,2,2,train,2011-01-03,1,3,1,Monday,0
49,2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,0,1,1,train,2011-01-03,1,3,4,Monday,0
50,2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,0,3,3,train,2011-01-03,1,3,5,Monday,0
51,2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,0,30,30,train,2011-01-03,1,3,6,Monday,0
52,2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,1,63,64,train,2011-01-03,1,3,7,Monday,1
53,2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,1,153,154,train,2011-01-03,1,3,8,Monday,1
54,2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,7,81,88,train,2011-01-03,1,3,9,Monday,1
55,2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,11,33,44,train,2011-01-03,1,3,10,Monday,1
56,2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,10,41,51,train,2011-01-03,1,3,11,Monday,2
57,2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,13,48,61,train,2011-01-03,1,3,12,Monday,2
58,2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,8,53,61,train,2011-01-03,1,3,13,Monday,2
59,2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,11,66,77,train,2011-01-03,1,3,14,Monday,2
60,2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,14,58,72,train,2011-01-03,1,3,15,Monday,2
61,2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,9,67,76,train,2011-01-03,1,3,16,Monday,3
62,2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,11,146,157,train,2011-01-03,1,3,17,Monday,3
63,2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,9,148,157,train,2011-01-03,1,3,18,Monday,3
64,2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,8,102,110,train,2011-01-03,1,3,19,Monday,3
65,2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,3,49,52,train,2011-01-03,1,3,20,Monday,3
66,2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,3,49,52,train,2011-01-03,1,3,21,Monday,4
67,2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,20,20,train,2011-01-03,1,3,22,Monday,4
68,2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,1,11,12,train,2011-01-03,1,3,23,Monday,4
69,2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0,5,5,train,2011-01-04,1,4,0,Tuesday,0
70,2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,0,2,2,train,2011-01-04,1,4,1,Tuesday,0
71,2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0,1,1,train,2011-01-04,1,4,2,Tuesday,0
72,2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0,2,2,train,2011-01-04,1,4,4,Tuesday,0
73,2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0,4,4,train,2011-01-04,1,4,5,Tuesday,0
74,2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36,train,2011-01-04,1,4,6,Tuesday,0
75,2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2,92,94,train,2011-01-04,1,4,7,Tuesday,1
76,2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2,177,179,train,2011-01-04,1,4,8,Tuesday,1
77,2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2,98,100,train,2011-01-04,1,4,9,Tuesday,1
78,2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5,37,42,train,2011-01-04,1,4,10,Tuesday,1
79,2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7,50,57,train,2011-01-04,1,4,11,Tuesday,2
80,2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12,66,78,train,2011-01-04,1,4,12,Tuesday,2
81,2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18,79,97,train,2011-01-04,1,4,13,Tuesday,2
82,2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,train,2011-01-04,1,4,14,Tuesday,2
83,2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,train,2011-01-04,1,4,15,Tuesday,2
84,2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,train,2011-01-04,1,4,16,Tuesday,3
85,2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,train,2011-01-04,1,4,17,Tuesday,3
86,2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182,train,2011-01-04,1,4,18,Tuesday,3
87,2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,train,2011-01-04,1,4,19,Tuesday,3
88,2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,train,2011-01-04,1,4,20,Tuesday,3
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0,48,48,train,2011-01-04,1,4,21,Tuesday,4
90,2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,train,2011-01-04,1,4,22,Tuesday,4
91,2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,train,2011-01-04,1,4,23,Tuesday,4
92,2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0,6,6,train,2011-01-05,1,5,0,Wednesday,0
93,2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,train,2011-01-05,1,5,1,Wednesday,0
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,train,2011-01-05,1,5,2,Wednesday,0
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,train,2011-01-05,1,5,4,Wednesday,0
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,train,2011-01-05,1,5,5,Wednesday,0
97,2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,train,2011-01-05,1,5,6,Wednesday,0
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88,train,2011-01-05,1,5,7,Wednesday,1
99,2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,train,2011-01-05,1,5,8,Wednesday,1
100,2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,train,2011-01-05,1,5,9,Wednesday,1
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,train,2011-01-05,1,5,10,Wednesday,1
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,train,2011-01-05,1,5,11,Wednesday,2
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,train,2011-01-05,1,5,12,Wednesday,2
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,train,2011-01-05,1,5,13,Wednesday,2
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62,train,2011-01-05,1,5,14,Wednesday,2
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62,train,2011-01-05,1,5,15,Wednesday,2
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,train,2011-01-05,1,5,16,Wednesday,3
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190,train,2011-01-05,1,5,17,Wednesday,3
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,train,2011-01-05,1,5,18,Wednesday,3
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,train,2011-01-05,1,5,19,Wednesday,3
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,train,2011-01-05,1,5,20,Wednesday,3
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43,train,2011-01-05,1,5,21,Wednesday,4
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,train,2011-01-05,1,5,22,Wednesday,4
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1,18,19,train,2011-01-05,1,5,23,Wednesday,4
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0,11,11,train,2011-01-06,1,6,0,Thursday,0
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0,4,4,train,2011-01-06,1,6,1,Thursday,0
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0,2,2,train,2011-01-06,1,6,2,Thursday,0
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,train,2011-01-06,1,6,4,Thursday,0
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,train,2011-01-06,1,6,5,Thursday,0
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,train,2011-01-06,1,6,6,Thursday,0
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0,95,95,train,2011-01-06,1,6,7,Thursday,1
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3,216,219,train,2011-01-06,1,6,8,Thursday,1
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6,116,122,train,2011-01-06,1,6,9,Thursday,1
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3,42,45,train,2011-01-06,1,6,10,Thursday,1
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,train,2011-01-06,1,6,11,Thursday,2
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6,78,84,train,2011-01-06,1,6,12,Thursday,2
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,train,2011-01-06,1,6,13,Thursday,2
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,train,2011-01-06,1,6,14,Thursday,2
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8,54,62,train,2011-01-06,1,6,15,Thursday,2
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,train,2011-01-06,1,6,16,Thursday,3
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,train,2011-01-06,1,6,17,Thursday,3
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,train,2011-01-06,1,6,18,Thursday,3
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,train,2011-01-06,1,6,19,Thursday,3
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,train,2011-01-06,1,6,20,Thursday,3
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,train,2011-01-06,1,6,21,Thursday,4
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,train,2011-01-06,1,6,22,Thursday,4
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23,train,2011-01-06,1,6,23,Thursday,4
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17,train,2011-01-07,1,7,0,Friday,0
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,train,2011-01-07,1,7,1,Friday,0
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1,train,2011-01-07,1,7,2,Friday,0
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1,train,2011-01-07,1,7,4,Friday,0
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0,5,5,train,2011-01-07,1,7,5,Friday,0
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8,26,34,train,2011-01-07,1,7,6,Friday,0
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84,train,2011-01-07,1,7,7,Friday,1
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210,train,2011-01-07,1,7,8,Friday,1
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134,train,2011-01-07,1,7,9,Friday,1
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63,train,2011-01-07,1,7,10,Friday,1
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67,train,2011-01-07,1,7,11,Friday,2
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59,train,2011-01-07,1,7,12,Friday,2
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73,train,2011-01-07,1,7,13,Friday,2
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50,train,2011-01-07,1,7,14,Friday,2
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72,train,2011-01-07,1,7,15,Friday,2
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87,train,2011-01-07,1,7,16,Friday,3
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9,178,187,train,2011-01-07,1,7,17,Friday,3
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123,train,2011-01-07,1,7,18,Friday,3
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95,train,2011-01-07,1,7,19,Friday,3
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51,train,2011-01-07,1,7,20,Friday,3
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39,train,2011-01-07,1,7,21,Friday,4
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36,train,2011-01-07,1,7,22,Friday,4
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15,train,2011-01-07,1,7,23,Friday,4
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25,train,2011-01-08,1,8,0,Saturday,0
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16,train,2011-01-08,1,8,1,Saturday,0
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3,13,16,train,2011-01-08,1,8,2,Saturday,0
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,7,7,train,2011-01-08,1,8,3,Saturday,0
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,1,1,train,2011-01-08,1,8,4,Saturday,0
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5,train,2011-01-08,1,8,5,Saturday,0
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2,train,2011-01-08,1,8,6,Saturday,0
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9,train,2011-01-08,1,8,7,Saturday,1
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,15,15,train,2011-01-08,1,8,8,Saturday,1
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20,train,2011-01-08,1,8,9,Saturday,1
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61,train,2011-01-08,1,8,10,Saturday,1
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2,60,62,train,2011-01-08,1,8,11,Saturday,2
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98,train,2011-01-08,1,8,12,Saturday,2
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102,train,2011-01-08,1,8,13,Saturday,2
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12,83,95,train,2011-01-08,1,8,14,Saturday,2
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74,train,2011-01-08,1,8,15,Saturday,2
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76,train,2011-01-08,1,8,16,Saturday,3
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69,train,2011-01-08,1,8,17,Saturday,3
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55,train,2011-01-08,1,8,18,Saturday,3
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30,train,2011-01-08,1,8,19,Saturday,3
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28,train,2011-01-08,1,8,20,Saturday,3
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37,train,2011-01-08,1,8,21,Saturday,4
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34,train,2011-01-08,1,8,22,Saturday,4
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22,train,2011-01-08,1,8,23,Saturday,4
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25,train,2011-01-09,1,9,0,Sunday,0
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12,train,2011-01-09,1,9,1,Sunday,0
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11,train,2011-01-09,1,9,2,Sunday,0
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4,train,2011-01-09,1,9,3,Sunday,0
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,train,2011-01-09,1,9,4,Sunday,0
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,train,2011-01-09,1,9,5,Sunday,0
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1,train,2011-01-09,1,9,6,Sunday,0
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6,train,2011-01-09,1,9,7,Sunday,1
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10,train,2011-01-09,1,9,8,Sunday,1
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19,train,2011-01-09,1,9,9,Sunday,1
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49,train,2011-01-09,1,9,10,Sunday,1
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49,train,2011-01-09,1,9,11,Sunday,2
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83,train,2011-01-09,1,9,12,Sunday,2
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75,train,2011-01-09,1,9,13,Sunday,2
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72,train,2011-01-09,1,9,14,Sunday,2
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82,train,2011-01-09,1,9,15,Sunday,2
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92,train,2011-01-09,1,9,16,Sunday,3
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62,train,2011-01-09,1,9,17,Sunday,3
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48,train,2011-01-09,1,9,18,Sunday,3
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41,train,2011-01-09,1,9,19,Sunday,3
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38,train,2011-01-09,1,9,20,Sunday,3
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20,train,2011-01-09,1,9,21,Sunday,4
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5,10,15,train,2011-01-09,1,9,22,Sunday,4
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0,6,6,train,2011-01-09,1,9,23,Sunday,4
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2,3,5,train,2011-01-10,1,10,0,Monday,0
